,ID,Group,Feature_1,Feature_2,Feature_3
108,ID108,A,2331.001509094427,392.29135998088117,5002.674084686772
109,ID109,B,2673.300745318958,386.68789596881754,5343.715272258334
110,ID110,B,2270.489127313378,422.5422382940369,4535.312448450812
111,ID111,A,2403.756725264894,403.16386209301845,5217.914834399148
112,ID112,A,2200.4443085295466,411.6590826214867,4561.070493448444
113,ID113,C,2352.84485899868,387.29045715773276,-1974.375099636556
114,ID114,A,2568.0204021824284,406.37392334682414,5688.281527573887
115,ID115,A,2479.506835713129,405.86736830173504,5404.188480330348
116,ID116,C,3007.858852049376,419.6022380272786,-2595.33158898759
117,ID117,A,3025.811615617587,409.3352764422804,7021.3515325971475
118,ID118,B,2624.1626271884097,404.0264280255594,5249.546957910276
119,ID119,B,1967.3787673825768,412.0612995314547,3915.332052084009
120,ID120,C,2162.616044340004,395.6552150666761,-1758.9856280250735
121,ID121,B,2547.562447361638,404.60776811041745,5104.004202216752
122,ID122,A,2158.3638382851295,393.46503097839076,4514.37315275744
123,ID123,A,2267.2310462853593,415.49471761648806,4735.768792134523
124,ID124,C,1956.168738035905,378.8187019244031,-1569.460991817636
125,ID125,C,2836.8821875795898,414.20295413227893,-2419.705334684265
126,ID126,A,2308.2029060750037,384.79187529918676,5020.290661480799
127,ID127,C,2147.5801021948064,400.0432482734602,-1747.7557344996105
128,ID128,C,2026.8621975647943,383.5979727433991,-1646.115802429144
129,ID129,B,2464.8274812975046,394.3684925263152,4941.1491237640885
130,ID130,A,2192.8485133464765,421.9736562638992,4473.239961531628
131,ID131,A,2666.829105528577,377.3547917359656,6111.90219464847
132,ID132,A,2303.970619702225,402.84531909778843,4899.658880674648
133,ID133,A,3108.6790416431413,399.37689351883074,7340.0260512477835
134,ID134,C,2880.634007119502,388.22415829002756,-2493.9154280325088
135,ID135,A,2949.676434536448,398.9295927111472,6855.724482108499
136,ID136,A,2246.686316492995,404.98436220388567,4709.165061721136
137,ID137,A,2649.119344100422,372.26742471393055,6071.26202150122
138,ID138,A,1915.181878238086,439.5408257878946,3550.8355002797266
139,ID139,A,2789.7420487688814,408.4297298863414,6330.88970200271
140,ID140,A,2419.4540440511996,412.7855660469574,5194.802284590682
141,ID141,A,2280.74835421755,391.4059821723597,4889.431546522409
142,ID142,A,2713.849875719542,383.2586416528446,6231.029866213168
143,ID143,B,2293.2197744691775,390.6838595389927,4585.289114645502
144,ID144,C,1989.4693131669787,410.79814880854195,-1573.56234802347
145,ID145,C,2060.471095527184,391.78565881909526,-1672.5710263792866
146,ID146,B,2456.9190241059973,380.9657738017918,4925.924556742664
147,ID147,B,2588.5065794487678,392.7750268986282,5178.573937350178
148,ID148,B,2727.3665854543697,384.70013307498584,5472.991533119248
149,ID149,C,2186.324148533939,389.1896824904693,-1779.6265020436003
150,ID150,A,2610.4304124520827,422.6705758697318,5719.135400479928
151,ID151,B,2460.855429492803,382.7854614461014,4898.150489208137
152,ID152,A,2611.09424683121,383.2889715744614,5927.029436532174
153,ID153,B,2404.6450941653143,426.0461805579479,4775.540569379955
154,ID154,A,2753.196062628037,414.2270638011011,6179.0730473141675
155,ID155,A,2407.9567152482714,386.57281618205116,5279.287467458564
156,ID156,A,2450.26884260269,389.10040423023133,5414.916201148942
157,ID157,B,2643.0175818268212,385.84501101433665,5287.899685461874
158,ID158,C,2707.8535813892445,389.7836903150744,-2303.6686166185855
159,ID159,A,2767.610289387863,365.72034860779536,6489.824034295866
160,ID160,B,2621.936902148249,408.0420160160463,5234.339940885292
161,ID161,C,2599.348721056545,381.6270963461706,-2202.401516348621
162,ID162,B,2546.777483418408,392.55039921616026,5085.536083887708
163,ID163,A,2349.4485167960947,395.3113818922897,5079.425902823712
164,ID164,B,2119.669902629818,388.4055730187625,4222.546230549633
165,ID165,B,2735.914524781344,386.80028157124616,5469.531749545391
166,ID166,A,2373.6388692186606,408.5441728364151,5084.322198618126
167,ID167,A,2191.448252918878,403.06973701975085,4559.7090559588205
168,ID168,A,2448.886436146156,418.9779128063077,5261.367642293841
169,ID169,A,2362.212316870122,417.1247918387709,4989.601395094745
170,ID170,A,3157.8155334549238,403.6311129559479,7448.063924880195
171,ID171,C,2057.738170345086,412.893760507665,-1663.9737541345949
172,ID172,C,2700.8635380485457,399.55329400375234,-2298.214510699916
173,ID173,C,2984.870613126707,401.001280078606,-2589.8360757407527
174,ID174,B,2355.276514406827,387.9990857529687,4731.408476667137
175,ID175,C,2199.5602268574444,384.18360342835996,-1819.5706990813496
176,ID176,C,2697.1087583137873,418.51206936282074,-2280.49454013002
177,ID177,B,2328.8069724417137,368.6308522945598,4672.289235222399
178,ID178,B,2198.3135925671154,406.56712769626574,4386.603874740259
179,ID179,B,2782.1099049452605,405.975784553313,5564.684932227002
180,ID180,A,2735.4420016928348,416.2232694433226,6146.151345971493
181,ID181,A,2388.2191355523664,381.00173977516005,5262.748137031997
182,ID182,A,2897.334900886975,394.47654155652504,6708.030303732468
183,ID183,C,2520.437653853463,404.274409711593,-2120.3515287408504
184,ID184,B,2225.6646715885845,393.1447862078323,4447.006659733807
185,ID185,A,2556.9180105319806,400.1832812797748,5663.280447330969
186,ID186,C,3245.5417040604616,398.11703036411967,-2865.631321475405
187,ID187,C,2299.540166108512,409.02129842064585,-1900.2360180702099
188,ID188,A,2195.709741737798,406.0208490153627,4553.039797081208
189,ID189,C,2481.2595527630783,367.2830783722962,-2106.8835631051556
190,ID190,B,2293.559576347105,385.9347426017826,4591.994176732286
191,ID191,A,2531.682977834515,394.71117502062657,5610.248580540023
192,ID192,A,2057.295087035895,430.0066962957643,4015.6353685188415
193,ID193,A,2455.1661219931416,408.12454355814003,5312.120018193162
194,ID194,A,3139.029689087295,391.8448248683639,7450.542349589472
195,ID195,B,2558.8337696997455,402.23711625559014,5131.544880209009
196,ID196,C,2228.4658501755794,410.5260797062629,-1819.8112139910975
197,ID197,B,2465.2200193613858,403.60855603730386,4927.689730872577
198,ID198,B,2561.483359053446,397.2662135035383,5118.9751046581605
199,ID199,B,2268.9874457485594,409.12518684377625,4518.8064483850785
200,ID200,C,2645.160342608041,401.2450016866274,-2251.66782264305
201,ID201,C,2455.15048315657,421.44518653909347,-2018.6656744400545
202,ID202,A,2429.1163045537955,399.81417494301024,5304.979754946945
203,ID203,C,2555.9083778001377,409.3766853779847,-2150.7481106222117
204,ID204,A,2573.7161715634816,388.49660537527484,5778.21624774245
205,ID205,A,1742.503889196255,398.0679971710797,3253.011469834055
206,ID206,C,2444.62551655009,405.22376612884176,-2061.512514667939
207,ID207,B,2651.214084319576,395.9191145866914,5297.546632180743
208,ID208,C,2531.031620846971,414.37216527426415,-2119.4810889890564
209,ID209,B,2280.352848347247,424.80697451941404,4531.796542192826
210,ID210,C,2622.818525656712,397.6724428221368,-2208.0309979408125
211,ID211,C,2238.749498804619,398.12524012047237,-1849.1308152469182
212,ID212,B,2402.591438995271,404.19504299027517,4805.677612348907
213,ID213,C,2867.058992087462,387.5551762551877,-2484.44814090643
214,ID214,B,2248.5476268715793,405.69758786100823,4513.849402224217
215,ID215,B,2797.2075516899763,397.645707054717,5586.548563781103
216,ID216,B,2473.9935601983207,398.15542968985005,4953.910853997591
217,ID217,A,2557.8851978986618,408.96003358746543,5644.346855346526
218,ID218,C,2562.2070311064044,368.8652965425173,-2223.393367979347
219,ID219,A,2609.613708462259,419.8592231855533,5741.892130968428
220,ID220,C,2832.0959154060583,417.7009521505886,-2400.521711134241
221,ID221,A,2469.427762361476,410.2119301323281,5346.051197583783
222,ID222,B,2978.555485287558,408.67464085386456,5964.8652013417895
223,ID223,A,1771.3481954728736,373.66035586812364,3461.5202657916634
224,ID224,B,2499.395180766848,398.7216425528014,5010.910265230858
225,ID225,C,3027.9919964406067,398.01518490515446,-2611.081191211831
226,ID226,B,2384.0676015195763,426.19827732748814,4769.743305030535
227,ID227,C,2602.563824540164,388.31569770742044,-2225.5233955946514
228,ID228,A,2504.8113645944936,396.0218755013784,5532.823157607185
229,ID229,A,2540.905376412003,392.46347725094597,5645.315924256856
230,ID230,A,3109.7507918529545,405.01242611831515,7298.739040902787
231,ID231,A,2169.3259931555203,379.83377108938157,4612.249636502043
232,ID232,C,2246.1796513365202,395.4333949709311,-1857.8439923325946
233,ID233,B,2445.7830919615135,408.0400303118821,4895.901310548819
234,ID234,A,2555.4231893145943,428.27508431279983,5540.437541018226
235,ID235,C,2626.365311702125,437.18097357471265,-2200.9685595687183
236,ID236,C,2126.737104935377,404.0462124427793,-1728.166625586873
237,ID237,B,2110.1996824319367,417.40247898632674,4222.639668051719
238,ID238,A,1918.0510547900508,402.90928817714746,3740.7240199708754
239,ID239,C,2293.237673753241,414.3201420690831,-1886.9861096704606
240,ID240,A,2405.876801035449,389.2406402609243,5282.13110177442
241,ID241,C,2422.3871145762573,387.80616812620843,-2043.0846085210628
242,ID242,A,2579.1333298136224,408.5180085240906,5679.322726831816
243,ID243,C,2431.598480258341,367.9678689573267,-2055.235137889155
244,ID244,C,2789.2316556147944,416.7414144654125,-2374.115201545076
245,ID245,A,2815.6389342377834,386.927718517717,6511.12079603095
246,ID246,A,2580.428895164764,392.36240934348893,5794.163626263607
247,ID247,A,2217.7790821449453,402.0172930426528,4631.227390558268
248,ID248,A,3067.018971964598,403.676005643805,7187.226715795645
249,ID249,B,3006.76951452903,386.98532756550196,6018.984517282495
250,ID250,B,2295.4500084572037,404.4215255432897,4606.367138868663
251,ID251,C,2591.3431047342556,405.14937868839814,-2176.8177122048746
252,ID252,C,2916.1152154480706,392.2477656914316,-2518.3646090609864
253,ID253,A,2544.7641974298504,387.31728296468975,5695.502277325004
254,ID254,B,2247.530297628538,406.33364760074045,4498.756088802861
255,ID255,B,2565.678270727961,424.31760639817736,5154.080094997705
256,ID256,C,2264.2524006967033,426.80265116140663,-1825.8509708459383
257,ID257,B,2444.651551409431,408.8893942268492,4914.029771536805
258,ID258,C,2912.9405405025655,394.41667902314765,-2511.141668934835
259,ID259,A,2536.318133233151,397.27670173416016,5615.184155463623
260,ID260,A,2589.253967782257,381.9866504140271,5869.767461935296
261,ID261,B,2878.595263203947,399.4600198627952,5752.638715147184
262,ID262,C,2287.8309327442216,374.85539655771424,-1927.9716219916988
263,ID263,B,2669.0284058716143,392.0890362803652,5333.193372578999
264,ID264,B,2096.2117726513807,412.05144059734243,4196.7064469599045
265,ID265,A,2853.0097445876863,386.3812804962522,6611.6205767307965
266,ID266,C,2577.298685482725,405.93408471735864,-2171.1353364340184
267,ID267,A,2216.1084938449794,403.56912021971715,4603.612652699402
268,ID268,B,2181.2608417587576,388.09331598344795,4383.514973334416
269,ID269,C,2657.9117220838575,411.13026911701974,-2239.524855021946
270,ID270,B,2341.1762414374602,407.1913954075482,4663.2121569042865
271,ID271,B,2846.4478840507973,390.46544944090147,5721.068087744568
272,ID272,A,2855.757505708387,367.69231411501755,6735.949880700582
273,ID273,C,2284.3484635237883,419.8174392501532,-1855.5029392180506
274,ID274,A,2824.7650080783346,401.39759567963677,6462.402426168908
275,ID275,C,2449.5804072517867,415.8249471118279,-2037.8833335904474
276,ID276,C,2927.5087071605026,381.33430954861296,-2540.9687170263433
277,ID277,C,2849.388402193567,414.9855690044181,-2458.0605978834637
278,ID278,B,3193.7038982037275,395.1716584434699,6388.209066026435
279,ID279,B,2170.475161782248,420.02351102599846,4334.179630652926
280,ID280,C,2500.0999424214183,394.2353024567746,-2114.027505491589
281,ID281,A,1964.1664174241596,384.1309145292165,3964.052233152303
282,ID282,A,2326.9036074749097,386.0900440547615,5035.489394808698
283,ID283,A,2528.4714216048674,395.37665325184037,5611.478269124693
284,ID284,A,2111.2713659883375,398.38917676204466,4341.205666366283
285,ID285,C,2852.0255358852783,417.6028432152583,-2448.2145658488575
286,ID286,B,2525.280553668709,421.62302421628965,5058.793001820247
287,ID287,A,2649.59546081124,422.4908117978814,5854.885721531672
288,ID288,B,2817.9082742406804,407.24606316475837,5644.478946913574
289,ID289,C,2145.217932818535,404.5125472197651,-1745.5973971887584
290,ID290,C,2203.5522806945355,394.47368047675286,-1806.2337789074215
291,ID291,B,2649.664864893004,406.1616491624428,5291.349101070797
292,ID292,C,2624.2950891845508,370.13828400735423,-2273.9426966900915
293,ID293,B,2370.2637127646617,382.8446110303025,4728.571280004589
294,ID294,B,2155.059163495631,395.38346933719765,4319.319333090562
295,ID295,B,2182.409569057733,402.65592509472526,4372.921983003004
296,ID296,C,2334.3748184006286,408.9038754252281,-1927.8368891837881
297,ID297,A,2962.449827060147,380.1702697425174,6977.505330134826
298,ID298,A,2620.8736637545144,423.448653668094,5739.438279724516
299,ID299,B,2417.5323409928583,389.78441260207956,4833.205625839719
300,ID300,A,2607.076837999432,386.45107517423145,5881.219496274674
301,ID301,C,2523.0941079194495,394.22697498062166,-2145.0598497382052
302,ID302,C,2006.3705710946804,405.1098920926459,-1600.287987540042
303,ID303,B,2624.445672186126,407.43983267261143,5249.980625051628
304,ID304,B,2716.433168565814,385.71121391585865,5447.623864846872
305,ID305,A,2369.4005101983034,405.8814490779196,5067.4538008630825
306,ID306,A,3022.385910585015,425.69377430469365,6942.6945822731695
307,ID307,A,2325.864339901113,388.5708243193265,5020.622663160549
308,ID308,B,1995.6350716790403,412.9572536316816,3995.320054795788
309,ID309,A,2424.1039048112525,367.02202270704663,5438.150250757038
310,ID310,A,2497.2462046821497,387.7090653257886,5569.8311625961305
311,ID311,A,2259.661162349642,408.0320543920499,4732.087877223725
312,ID312,B,2216.8886542097825,399.80037380900995,4448.306665750636
313,ID313,B,2796.863591851717,395.26703356795645,5600.7418013639035
314,ID314,B,2471.712972320645,404.2629337791638,4952.098388096511
315,ID315,A,2431.594409675694,415.75078554133944,5215.048436333008
316,ID316,C,2284.9634931986334,386.2478823443695,-1895.859245774389
317,ID317,B,2358.704106860682,409.09943961268556,4716.002544589304
318,ID318,B,2497.0487804688087,411.79167092213606,5001.69903776798
319,ID319,A,2660.9583472519644,409.0094094567941,5937.965076634754
320,ID320,A,2279.422543387546,405.19431022162314,4806.777203193995
321,ID321,B,2165.2554450369507,432.78258468260697,4330.753273988001
322,ID322,C,2853.083510862012,413.9956124523815,-2455.7555442799357
323,ID323,B,2405.2404143091385,413.1035613247592,4786.652505976905
324,ID324,A,2419.9537087416415,392.9332812981071,5311.056625355815
325,ID325,B,2253.3333500766184,410.4647499945079,4512.858420841925
326,ID326,B,2006.374212512436,366.45817633640587,4051.881231397424
327,ID327,B,2240.4465276896176,399.87191972594917,4477.097127151448
328,ID328,B,2246.0454930299306,389.9462628945795,4510.777946181459
329,ID329,A,2253.5831426747845,381.370549310506,4846.89703802296
330,ID330,C,2581.172207308567,412.3359830097661,-2159.89155236092
331,ID331,C,2390.186080660775,425.8389813218816,-1969.2412589966234
332,ID332,B,2565.6882244002204,375.4406752144447,5142.80075789082
333,ID333,A,2195.4907183769574,377.67405252189025,4698.254965672482
334,ID334,A,2742.064731640952,405.8225269573367,6210.223351253698
335,ID335,B,2733.4848414144635,413.2427254925999,5466.457307026768
336,ID336,C,2563.1032023050457,378.9875813901137,-2184.103467788629
337,ID337,B,1916.2608001980075,400.82846359784304,3831.541927868769
338,ID338,A,2510.2902735889097,397.79624118738474,5530.494422792515
339,ID339,A,2536.8269759671575,383.5358663683229,5711.644223292814
340,ID340,A,2218.007441487096,388.30519393287113,4725.207538635444
341,ID341,C,2267.687097557357,391.08661541532865,-1879.2435581303382
342,ID342,A,2749.0980366294666,425.4132914846631,6107.392720616816
343,ID343,A,2322.0447107275204,410.62804185574186,4912.4768180890305
344,ID344,B,2699.0258634867714,393.3340563095061,5415.423128716943
345,ID345,C,2087.627089471298,372.5407893221138,-1718.176746755781
346,ID346,A,1980.546667758464,397.7651450908194,3951.1620361379923
347,ID347,B,2220.8017692704393,386.1873524856251,4443.85583643961
348,ID348,C,2746.916766379813,414.5599978148246,-2323.429953322413
349,ID349,A,1880.3433424707587,405.145078758764,3620.1368202773447
350,ID350,B,2606.010090800882,414.32317001871183,5209.167263119243
351,ID351,B,2655.8164969567306,382.40634902284785,5286.9481279861875
352,ID352,C,2183.2251926481717,368.1842868736339,-1820.7669882218684
353,ID353,B,2261.906467956235,398.7573452436639,4529.122162969484
354,ID354,B,2685.297411103911,379.2445735480609,5363.169306159793
355,ID355,B,2250.1242024391863,396.82084338308687,4494.089925883404
356,ID356,A,2480.8837970824648,397.54123347850333,5448.926069307116
357,ID357,C,2328.187773180564,414.55949264875045,-1916.0009346121783
358,ID358,B,2583.5927274282567,404.8065368615072,5159.738997564537
359,ID359,C,2629.22000080298,392.0773002336599,-2232.0842538719508
360,ID360,B,2729.5104600858745,396.1011907544036,5480.283834837882
361,ID361,A,2248.8383823360473,413.4468049382643,4659.312118192645
362,ID362,B,1969.741801987312,408.7050376502677,3953.4123523788658
363,ID363,A,2575.8958939351087,391.676632196385,5767.3954962494645
364,ID364,B,1993.3847557350603,397.0547549663248,3979.968349962271
365,ID365,C,2449.769676235289,392.72198915617076,-2065.6611371730733
366,ID366,B,2099.9531696523736,410.1401229327832,4195.3594735627985
367,ID367,A,2424.3343958693226,383.9034356540284,5373.9939877890565
368,ID368,B,2340.460254265778,353.10410988589547,4681.559276006355
369,ID369,B,2658.377500321254,388.51513558172553,5335.89535878124
370,ID370,B,3052.9958377196076,379.06195984586486,6115.513045321666
371,ID371,A,2680.9551865335256,386.1485827547981,6123.636450394532
372,ID372,B,2179.1122541726936,394.8093638885869,4353.76843581635
373,ID373,B,2167.9047025727023,409.7048356701959,4332.769583419412
374,ID374,C,1943.0631147441816,395.8594361930371,-1533.4723064017242
375,ID375,C,2403.683141292706,397.4185044919456,-2001.632396191388
376,ID376,C,2807.966621248582,398.3135478808477,-2427.2606663187967
377,ID377,C,2513.788257546477,414.2536349350099,-2127.6741707902956
378,ID378,C,2617.5743501682246,410.9406822824984,-2228.7517497449185
379,ID379,C,2632.922577581996,412.18648294527657,-2222.843706489223
380,ID380,A,2839.9449245010687,415.19223767917975,6439.666295363415
381,ID381,A,2496.981922143499,441.6435991846227,5271.903974288422
382,ID382,C,2058.1031349147925,367.3308471140279,-1675.9793439854202
383,ID383,B,2313.779020272076,393.5702086330357,4633.42173723021
384,ID384,C,2711.934901021877,395.37986521611134,-2301.9386876001354
385,ID385,C,2770.228250970114,417.0738525423142,-2352.0917695166263
386,ID386,C,2842.5440635356176,389.58752537435134,-2429.7588387040055
387,ID387,A,2557.3050498069306,395.6638697080225,5679.755987464179
388,ID388,C,2629.4940475342323,393.8180584139706,-2226.727494046307
389,ID389,A,2086.8493723208867,390.0328538796875,4294.764556792081
390,ID390,A,2371.0737081274915,389.16367784463336,5150.488261806574
391,ID391,A,2641.7783607261085,397.02024371022264,5953.9284962616275
392,ID392,B,2850.2057963334896,420.4991957972403,5678.3490377068365
393,ID393,A,2106.971025004812,419.99863981991837,4219.566177945716
394,ID394,B,2213.6839524188317,405.3463432938599,4424.331213276761
395,ID395,A,1915.9467688363834,397.91852839630263,3754.328607356187
396,ID396,A,2553.5297308654895,374.24797740533984,5772.143412663328
397,ID397,A,2524.295905792607,403.6186422627875,5547.563220899223
398,ID398,A,2801.3553802351394,389.78001354000725,6468.833546242005
399,ID399,A,2022.116658354657,398.8833750073088,4059.9743385004826
400,ID400,A,2726.461492529487,413.1164686072685,6111.7431318467625
401,ID401,A,2474.2911992202544,405.85817241859417,5383.556248168877
402,ID402,C,2331.889975601003,397.72645760082696,-1940.5345216504254
403,ID403,A,2267.272131099825,424.1809696511293,4690.9185123761135
404,ID404,C,2113.827379322529,431.93074331653133,-1683.100472384291
405,ID405,B,1858.1937295713306,412.6399020597861,3715.7632894909348
406,ID406,B,2448.9624364949746,407.579674421918,4893.22891087094
407,ID407,B,2457.735258430833,383.4746810512829,4903.249603651312
408,ID408,C,2741.4452639091287,408.32659470254936,-2322.9254257953776
409,ID409,B,2557.527624734518,428.93298996280515,5113.570219257027
410,ID410,B,2170.9071361697856,414.0754580436636,4348.993276557828
411,ID411,B,2512.2055602327496,401.88288517452054,5034.211957354561
412,ID412,B,2914.066082035934,386.95822353280795,5832.565860855735
413,ID413,B,2765.031693709204,425.0406568733737,5531.459540231466
414,ID414,C,2800.947186107413,384.9301795141926,-2426.180186446469
415,ID415,B,2447.6512934590455,397.2051292527174,4906.263721922247
416,ID416,A,2476.3404573571256,410.8803814760948,5362.775668640234
417,ID417,B,2035.3588485985488,382.18635474147436,4079.227570910821
418,ID418,B,2551.6518298971955,402.86131561754524,5112.600917650753
419,ID419,A,2445.2068350586774,420.22193585669856,5227.731665684834
420,ID420,A,3122.9594886919826,376.17948313584145,7488.335028033406
